uid,species,latitude,longitude,EVI,NDVI,SAVI,VH,VV,VV_VH_ratio,elevation,slope
5656,Acacia,-3.9996008,39.3984232,0.3458107910513233,0.19966230476994512,0.29946185501741057,-18.06747946848543,-12.738222075712127,0.7050359236843762,190,1.3130423654359291
5662,Acacia,-3.9995657,39.3984427,0.32135535994211983,0.20181749337372207,0.3026975863700899,-19.322779804934164,-12.868528218711033,0.6659770668930871,190,1.3130423654359291
5668,Acacia,-3.9995174,39.3984937,0.21212548798269132,0.14806303348653974,0.22207632334837915,-18.571522380761184,-12.371838104060329,0.6661725328924407,190,1.3130423654359291
5666,Acacia,-3.9995141,39.3984949,0.21212548798269132,0.14806303348653974,0.22207632334837915,-18.571522380761184,-12.371838104060329,0.6661725328924407,190,1.3130423654359291
5217,Musa,-3.9912602,39.5944562,1.3389121338912133,0.618822518263859,0.9281340638092168,-15.353517860789182,-9.774633157643636,0.6366380165295364,8,2.0770568618787224
5208,Musa,-3.991225,39.5944993,1.3389121338912133,0.618822518263859,0.9281340638092168,-15.353517860789182,-9.774633157643636,0.6366380165295364,8,2.0770568618787224
5196,Musa,-3.9911765,39.594614,1.851002865329513,0.7139699381078691,1.0708365565255828,-15.237989507095541,-9.639251572921525,0.6325802736924727,6,2.0770568617937064
5186,Musa,-3.9911362,39.5946542,1.851002865329513,0.7139699381078691,1.0708365565255828,-15.237989507095541,-9.639251572921525,0.6325802736924727,6,2.0770568617937064
5216,Musa,-3.9911222,39.5947404,1.6987611921991905,0.6490159325210871,0.9734098629495138,-14.927485219285835,-9.699517064057204,0.6497756937334453,6,2.0770568617937064
5211,Musa,-3.9911144,39.5947475,1.6987611921991905,0.6490159325210871,0.9734098629495138,-14.927485219285835,-9.699517064057204,0.6497756937334453,6,2.0770568617937064
5207,Musa,-3.991076,39.5947581,1.6987611921991905,0.6490159325210871,0.9734098629495138,-14.927485219285835,-9.699517064057204,0.6497756937334453,7,2.074035608166523
5201,Musa,-3.9910715,39.5949772,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5177,Musa,-3.9910539,39.5947716,1.6987611921991905,0.6490159325210871,0.9734098629495138,-14.927485219285835,-9.699517064057204,0.6497756937334453,7,2.074035608166523
5198,Musa,-3.9910515,39.5947798,1.6987611921991905,0.6490159325210871,0.9734098629495138,-14.927485219285835,-9.699517064057204,0.6497756937334453,7,2.074035608166523
5180,Musa,-3.9910446,39.594601,1.851002865329513,0.7139699381078691,1.0708365565255828,-15.237989507095541,-9.639251572921525,0.6325802736924727,7,2.074035608166523
5200,Musa,-3.9910133,39.5948152,1.6987611921991905,0.6490159325210871,0.9734098629495138,-14.927485219285835,-9.699517064057204,0.6497756937334453,7,2.074035608166523
5209,Musa,-3.9910008,39.5949647,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5206,Musa,-3.9909829,39.5949972,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5195,Musa,-3.9909825,39.5950089,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5187,Musa,-3.9909823,39.5948163,1.6987611921991905,0.6490159325210871,0.9734098629495138,-14.927485219285835,-9.699517064057204,0.6497756937334453,7,2.074035608166523
5183,Musa,-3.9909792,39.5949569,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5210,Musa,-3.9909785,39.5949856,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5212,Musa,-3.9909761,39.595003,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5190,Musa,-3.990975,39.5950108,1.5212660731948566,0.6416353775552774,0.9623526957972677,-15.11834515690175,-10.486774615622803,0.6936456673523844,6,2.7802885155287553
5203,Musa,-3.9908936,39.5949161,1.8015312131919905,0.7082658022690438,1.0622757263572173,-14.506455703973755,-9.543270547691764,0.6578636947878023,6,2.7802885155287553
5205,Musa,-3.9908498,39.5949581,1.5502965200850396,0.6406936416184971,0.9609293723268986,-15.559990097259096,-10.993243996646527,0.7065071332264533,6,2.7802885155287553
5298,Musa,-3.9804678,39.6283638,0.4210941987363584,0.24270639354438237,0.3640219302782663,-19.4128487933641,-12.147002641992726,0.6257197370302983,22,9.467438193756355
5318,Musa,-3.9784941,39.6559081,0.44820540156361055,0.23211410167931906,0.3481311098332375,-19.720558863559962,-13.516585964843962,0.6854058274088863,19,11.937995834973668
5647,Acacia,-3.9781507,39.4608079,0.28589302471066624,0.18265387689848123,0.27395344190228793,-19.812972017038124,-12.841913647276408,0.648156855833291,178,2.074029285589822
5388,Musa,-3.9721152,39.6823483,0.24743646901471242,0.12135568513119534,0.18201694452036074,-17.834242416182576,-11.985776928870113,0.6720653812574827,46,4.983744838779373
5376,Acacia,-3.9720762,39.6820252,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,45,2.7802885155287553
5387,Musa,-3.9720086,39.6820492,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,45,2.7802885155287553
5391,Musa,-3.9720046,39.682049,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,45,2.7802885155287553
5399,Musa,-3.9719908,39.6821701,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,46,4.983744838779373
5396,Musa,-3.9719885,39.6821723,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,46,4.983744838779373
5408,Musa,-3.9719734,39.6821936,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,46,4.983744838779373
5420,Musa,-3.9719666,39.6822144,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,46,4.983744838779373
5390,Musa,-3.9719635,39.681712,0.8604963112005365,0.4153447717707996,0.6229163295031559,-16.317631714123195,-10.583062867803623,0.6485661064800107,46,6.545205943517087
5422,Musa,-3.9719534,39.6822069,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,46,4.983744838779373
5404,Musa,-3.9719529,39.6820625,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,45,2.7802885155287553
5425,Musa,-3.9719386,39.6822226,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,46,4.983744838779373
5401,Musa,-3.9719368,39.6823092,0.8598022105875509,0.3865062761506276,0.5796836187736959,-15.933194760890245,-8.8975147914653,0.5584262870686307,46,4.983744838779373
5406,Musa,-3.9719276,39.6823135,0.8598022105875509,0.3865062761506276,0.5796836187736959,-15.933194760890245,-8.8975147914653,0.5584262870686307,46,4.983744838779373
5423,Musa,-3.9719096,39.6823269,0.8598022105875509,0.3865062761506276,0.5796836187736959,-15.933194760890245,-8.8975147914653,0.5584262870686307,46,4.983744838779373
5426,Musa,-3.971902,39.6823283,0.8598022105875509,0.3865062761506276,0.5796836187736959,-15.933194760890245,-8.8975147914653,0.5584262870686307,46,4.983744838779373
5421,Musa,-3.971848,39.6821158,1.0090794161590622,0.4582463465553236,0.687279843444227,-16.537012220800783,-8.884283086266056,0.5372362895814469,45,2.7802885155287553
5415,Musa,-3.9718132,39.6818354,0.8513235672063736,0.36451169188445665,0.5466923394306147,-15.65467017991601,-9.139235703284394,0.5838025073827156,46,6.545205943517087
5434,Musa,-3.9717308,39.6822286,0.8940204746393672,0.4123960289777301,0.6185110663983904,-16.174973293834867,-7.994618434459745,0.4942585245260908,46,4.983744838779373
5375,Eucalyptus,-3.9666074,39.7319136,0.5583241827857083,0.3308308308308308,0.4961841611409984,-17.614432008367018,-12.233031791177954,0.6944891430712696,19,5.4016465110565015
5454,Eucalyptus,-3.9487089,39.6849979,0.49616578418842433,0.2744256500883615,0.4115865202574782,-18.65287781175847,-12.387640131802893,0.6641141520797358,24,4.729344975432606
5461,Eucalyptus,-3.9486934,39.6850327,0.49616578418842433,0.2744256500883615,0.4115865202574782,-18.65287781175847,-12.387640131802893,0.6641141520797358,24,4.729344975432606
5458,Eucalyptus,-3.9486932,39.6850305,0.49616578418842433,0.2744256500883615,0.4115865202574782,-18.65287781175847,-12.387640131802893,0.6641141520797358,24,4.729344975432606
5443,Eucalyptus,-3.9486875,39.6850394,0.49616578418842433,0.2744256500883615,0.4115865202574782,-18.65287781175847,-12.387640131802893,0.6641141520797358,24,4.729344975432606
5465,Eucalyptus,-3.9486673,39.6850066,0.49616578418842433,0.2744256500883615,0.4115865202574782,-18.65287781175847,-12.387640131802893,0.6641141520797358,24,4.729344975432606
5475,Eucalyptus,-3.9486549,39.6851207,0.49616578418842433,0.2744256500883615,0.4115865202574782,-18.65287781175847,-12.387640131802893,0.6641141520797358,21,4.992266460145824
5469,Eucalyptus,-3.9486506,39.6851133,0.49616578418842433,0.2744256500883615,0.4115865202574782,-18.65287781175847,-12.387640131802893,0.6641141520797358,21,4.992266460145824
5491,Eucalyptus,-3.94859,39.6850428,0.4590513248100797,0.25082257656289547,0.37618625838289255,-20.62896450981289,-13.187129215332238,0.639253085585528,24,4.729344975432606
5484,Eucalyptus,-3.9485897,39.6850444,0.4590513248100797,0.25082257656289547,0.37618625838289255,-20.62896450981289,-13.187129215332238,0.639253085585528,24,4.729344975432606
5496,Eucalyptus,-3.9485779,39.6850637,0.4590513248100797,0.25082257656289547,0.37618625838289255,-20.62896450981289,-13.187129215332238,0.639253085585528,24,4.729344975432606
5499,Eucalyptus,-3.9485572,39.6850968,0.4590513248100797,0.25082257656289547,0.37618625838289255,-20.62896450981289,-13.187129215332238,0.639253085585528,24,4.729344975432606
5504,Eucalyptus,-3.9485566,39.6850973,0.4590513248100797,0.25082257656289547,0.37618625838289255,-20.62896450981289,-13.187129215332238,0.639253085585528,24,4.729344975432606
5503,Acacia,-3.9484849,39.6849253,0.5187530443253775,0.281076801266825,0.4215595725029687,-16.795516506272183,-11.134317102480667,0.6629338906203107,23,4.983725246440904
5490,Eucalyptus,-3.948475,39.6853944,0.3306878306878307,0.19638181385384432,0.29453766511960017,-19.811291328431224,-13.109618566271307,0.6617245866985796,22,0.9274099368729609
5462,Eucalyptus,-3.9484617,39.6860087,0.44466488398171305,0.26015644713600805,0.3901854421597073,-19.095887247734385,-13.81117704098876,0.7232540107623109,19,4.729343460564299
5487,Eucalyptus,-3.9484573,39.685332,0.3306878306878307,0.19638181385384432,0.29453766511960017,-19.811291328431224,-13.109618566271307,0.6617245866985796,22,1.313001597684865
5451,Eucalyptus,-3.9484523,39.6860231,0.44466488398171305,0.26015644713600805,0.3901854421597073,-19.095887247734385,-13.81117704098876,0.7232540107623109,19,4.729343460564299
5478,Eucalyptus,-3.9484496,39.6860146,0.44466488398171305,0.26015644713600805,0.3901854421597073,-19.095887247734385,-13.81117704098876,0.7232540107623109,19,4.729343460564299
5444,Eucalyptus,-3.9484476,39.686013,0.44466488398171305,0.26015644713600805,0.3901854421597073,-19.095887247734385,-13.81117704098876,0.7232540107623109,19,4.729343460564299
5473,Eucalyptus,-3.9484452,39.6860198,0.44466488398171305,0.26015644713600805,0.3901854421597073,-19.095887247734385,-13.81117704098876,0.7232540107623109,19,4.729343460564299
5466,Eucalyptus,-3.9484437,39.6860124,0.44466488398171305,0.26015644713600805,0.3901854421597073,-19.095887247734385,-13.81117704098876,0.7232540107623109,19,4.729343460564299
5456,Eucalyptus,-3.9484404,39.6860186,0.44466488398171305,0.26015644713600805,0.3901854421597073,-19.095887247734385,-13.81117704098876,0.7232540107623109,19,4.729343460564299
5494,Eucalyptus,-3.9483943,39.6854218,0.3306878306878307,0.19638181385384432,0.29453766511960017,-19.811291328431224,-13.109618566271307,0.6617245866985796,22,0.9274099368729609
5510,Eucalyptus,-3.9483914,39.6849202,0.5187530443253775,0.281076801266825,0.4215595725029687,-16.795516506272183,-11.134317102480667,0.6629338906203107,23,4.983725246440904
5506,Eucalyptus,-3.948383,39.6854604,0.3306878306878307,0.19638181385384432,0.29453766511960017,-19.811291328431224,-13.109618566271307,0.6617245866985796,22,0.9274099368729609
5497,Eucalyptus,-3.9483827,39.6854329,0.3306878306878307,0.19638181385384432,0.29453766511960017,-19.811291328431224,-13.109618566271307,0.6617245866985796,22,0.9274099368729609
5502,Eucalyptus,-3.94838,39.685449,0.3306878306878307,0.19638181385384432,0.29453766511960017,-19.811291328431224,-13.109618566271307,0.6617245866985796,22,0.9274099368729609
5508,Eucalyptus,-3.9483763,39.6849406,0.5187530443253775,0.281076801266825,0.4215595725029687,-16.795516506272183,-11.134317102480667,0.6629338906203107,23,4.983725246440904
5513,Eucalyptus,-3.9483632,39.6855206,0.5082480877338493,0.27945274892323285,0.4191260291323622,-18.188074743670526,-12.772083045786998,0.7022229249542588,22,0.9274099368729609
5505,Acacia,-3.9483129,39.685521,0.5082480877338493,0.27945274892323285,0.4191260291323622,-18.188074743670526,-12.772083045786998,0.7022229249542588,22,0.9274099368729609
5509,Acacia,-3.9482121,39.6858208,0.47570943153641293,0.26591375770020537,0.39881945335557556,-19.42140192273779,-13.609150060121147,0.7007295412690113,18,9.594495325721008
5590,Musa,-3.9390791,39.6580579,0.6327482936342109,0.3744075829383886,0.5615535180797363,-17.18887796940781,-10.639532086230187,0.6189776962269481,28,4.148460784340701
5612,Musa,-3.939072,39.6581975,0.6327482936342109,0.3744075829383886,0.5615535180797363,-17.18887796940781,-10.639532086230187,0.6189776962269481,26,7.215673453185338
5613,Musa,-3.9390628,39.6581564,0.6327482936342109,0.3744075829383886,0.5615535180797363,-17.18887796940781,-10.639532086230187,0.6189776962269481,30,4.631297580593264
5582,Musa,-3.938823,39.6580206,0.6801227079411559,0.40875759480410645,0.6130721692678328,-16.700041078902117,-10.634351289723178,0.6367859360033559,30,4.631297580593264
5610,Musa,-3.938781,39.6584028,0.9087027073191561,0.4691358024691358,0.7036261435027003,-16.17620429283287,-10.912189101546051,0.67458279482665,30,4.72929049944185
5592,Musa,-3.9386486,39.6578271,1.1582495185105928,0.5471316654030831,0.8205938092229943,-16.27857391435756,-10.261654163008826,0.6303779567544389,32,0.9274099368611016
5602,Musa,-3.9386199,39.6577772,1.1582495185105928,0.5471316654030831,0.8205938092229943,-16.27857391435756,-10.261654163008826,0.6303779567544389,32,0.9274099368611016
5524,Acacia,-3.9221109,39.6686863,0.6931440652370885,0.3748979036210182,0.5622703144140465,-15.36477098357327,-8.973733263446029,0.5840460149415826,51,3.342735964741471
5564,Acacia,-3.9218062,39.6680385,0.6299250899892985,0.3277651227537332,0.49158547387068197,-17.813434100778284,-10.622681472876717,0.59632979316507,54,5.923092591595133
5549,Acacia,-3.9218052,39.6684647,0.6591205048582591,0.3324911571500758,0.49867374005305043,-18.8901351299275,-11.205724233508128,0.5932050859580662,54,2.93660585473034
5547,Acacia,-3.9218049,39.6683947,0.6591205048582591,0.3324911571500758,0.49867374005305043,-18.8901351299275,-11.205724233508128,0.5932050859580662,56,3.704791833671086
5559,Acacia,-3.9217948,39.6684515,0.6591205048582591,0.3324911571500758,0.49867374005305043,-18.8901351299275,-11.205724233508128,0.5932050859580662,54,2.93660585473034
5562,Acacia,-3.9217902,39.6684356,0.6591205048582591,0.3324911571500758,0.49867374005305043,-18.8901351299275,-11.205724233508128,0.5932050859580662,54,2.93660585473034
5560,Acacia,-3.9217691,39.668019,0.6299250899892985,0.3277651227537332,0.49158547387068197,-17.813434100778284,-10.622681472876717,0.59632979316507,54,5.923092591595133
5553,Acacia,-3.9217393,39.6683386,0.6591205048582591,0.3324911571500758,0.49867374005305043,-18.8901351299275,-11.205724233508128,0.5932050859580662,56,3.704791833671086
5568,Acacia,-3.9216502,39.6681001,0.6227196528941918,0.3224406433495022,0.4835992342054882,-18.834912834155922,-8.810193593977925,0.4677586602896933,54,5.923092591595133
5574,Acacia,-3.9216222,39.668187,0.6227196528941918,0.3224406433495022,0.4835992342054882,-18.834912834155922,-8.810193593977925,0.4677586602896933,56,3.704791833671086
5570,Acacia,-3.9215587,39.6682882,0.4359325125398997,0.2560257096946974,0.3839871468737448,-16.688388879032328,-10.294889699666225,0.6168893698660726,56,3.704791833671086
5569,Acacia,-3.9215494,39.6680875,0.6227196528941918,0.3224406433495022,0.4835992342054882,-18.834912834155922,-8.810193593977925,0.4677586602896933,57,4.631262642396741
5572,Acacia,-3.921544,39.6680699,0.6227196528941918,0.3224406433495022,0.4835992342054882,-18.834912834155922,-8.810193593977925,0.4677586602896933,57,4.631262642396741
5566,Acacia,-3.9215346,39.6680945,0.6227196528941918,0.3224406433495022,0.4835992342054882,-18.834912834155922,-8.810193593977925,0.4677586602896933,57,4.631262642396741
5576,Acacia,-3.9214525,39.6683068,0.4359325125398997,0.2560257096946974,0.3839871468737448,-16.688388879032328,-10.294889699666225,0.6168893698660726,57,3.3457429556182237
5567,Acacia,-3.9214243,39.6680914,0.6227196528941918,0.3224406433495022,0.4835992342054882,-18.834912834155922,-8.810193593977925,0.4677586602896933,57,4.631262642396741
5575,Acacia,-3.9214239,39.6682792,0.4359325125398997,0.2560257096946974,0.3839871468737448,-16.688388879032328,-10.294889699666225,0.6168893698660726,57,3.3457429556182237
5573,Acacia,-3.9211837,39.6681975,0.3633291085762569,0.21972406745017883,0.3295440030655256,-18.657569899713092,-9.095829309020576,0.48751414883673827,58,2.9366041004580445
5142,Acacia,-3.6205794,39.6751638,1.4935695219606893,0.6170426065162907,0.9254479388547802,-14.939484676761891,-9.784005539902248,0.6549091720091991,144,0.9274099368611016
5152,Acacia,-3.6203818,39.6745932,1.638099902056807,0.6344238975817923,0.9515230532179686,-15.133356774895956,-9.867904152770567,0.652063141017067,146,1.8580394002423457
5140,Acacia,-3.6199596,39.6747568,1.7869593285990961,0.667953667953668,1.0018096272167933,-15.27028053528639,-10.274904221175799,0.6728693816353057,142,3.9327577515027428
5147,Acacia,-3.6196529,39.67487,1.8478676002546148,0.689712520788786,1.0344458961871956,-14.214806223283677,-8.370902504186596,0.5888861496033031,141,2.0738563085497295
40,Acacia,-3.5018424,38.3931262,0.3234798169241887,0.22195985832349469,0.33290048400424976,-18.60202422273479,-11.273453258317858,0.6060336833955849,887,8.495022290584556
281,Acacia,-3.5017855,38.3938284,0.3175799159960242,0.21638448935008192,0.3245412844036697,-20.448802315461386,-13.559964440624896,0.6631177822268923,882,2.9353517623919725
284,Acacia,-3.5017612,38.3935803,0.4409137557489833,0.27326266195524146,0.4098457189965846,-17.173185030190684,-11.85117607966897,0.6900977342778551,879,7.439032448941405
280,Acacia,-3.5017313,38.3934723,0.41953979913056516,0.26233157586408906,0.3934512652296157,-16.473403145368437,-10.44194542310808,0.6338669266431373,879,7.439032448941405
360,Acacia,-3.501728,38.3932903,0.41953979913056516,0.26233157586408906,0.3934512652296157,-16.473403145368437,-10.44194542310808,0.6338669266431373,886,12.42490927593792
190,Acacia,-3.5015656,38.3936495,0.4409137557489833,0.27326266195524146,0.4098457189965846,-17.173185030190684,-11.85117607966897,0.6900977342778551,884,8.687342091205894
361,Acacia,-3.5015584,38.3938396,0.3175799159960242,0.21638448935008192,0.3245412844036697,-20.448802315461386,-13.559964440624896,0.6631177822268923,883,3.8188989706693572
282,Acacia,-3.5015522,38.3942265,0.2622908915334148,0.18497746619929895,0.277438413779291,-22.00759313224325,-14.973579733966007,0.6803824318265983,883,2.7802885155642585
283,Acacia,-3.5014438,38.3934359,0.44689452407203234,0.2780064014631916,0.416961938507258,-17.48706143764605,-11.378677442372144,0.6506912257925844,884,8.687342091205894
41,Acacia,-3.501351,38.3935766,0.37710988057909134,0.24664557652449,0.36992801047120416,-18.656803120894686,-13.86695332281284,0.7432652439410987,887,4.630471249420406
42,Acacia,-3.5013199,38.3936141,0.37710988057909134,0.24664557652449,0.36992801047120416,-18.656803120894686,-13.86695332281284,0.7432652439410987,887,4.630471249420406
189,Acacia,-3.5012818,38.393762,0.37710988057909134,0.24664557652449,0.36992801047120416,-18.656803120894686,-13.86695332281284,0.7432652439410987,886,5.8466870418451125
188,Acacia,-3.5012698,38.3937728,1.2274208882249085,0.5148839196695627,0.7722158929080034,-12.26307145594648,-7.868861748195082,0.6416713607568025,886,5.8466870418451125
329,Acacia,-3.4953833,38.3060651,0.7237278499005022,0.3972175269795865,0.5957488299531981,-15.923094312133578,-10.027514347315304,0.6297465901256531,953,4.635953698707383
331,Acacia,-3.4953383,38.306135,0.605871928732219,0.3294270833333333,0.4940762921494597,-16.392879486141048,-10.608748466652884,0.6471558871412302,953,0.9291379925243531
330,Acacia,-3.4952703,38.3061103,0.605871928732219,0.3294270833333333,0.4940762921494597,-16.392879486141048,-10.608748466652884,0.6471558871412302,953,0.9291379925243531
326,Acacia,-3.4950126,38.3060801,0.5128625266262494,0.3112879164594729,0.46687383467992544,-17.42654743131142,-10.862829974667044,0.6233495198910763,954,5.921982164605762
362,Acacia,-3.494973,38.3065363,0.31898438089489173,0.2184472290401757,0.3276285197623353,-17.51245981301693,-11.80789375083036,0.6742567221798051,952,3.3422385788347446
248,Acacia,-3.4437886,37.6117042,1.3174788444703822,0.589041095890411,0.8834175770422306,-16.615502649175355,-9.350600591443825,0.5627636303803247,731,5.855053323963017
260,Acacia,-3.4437157,37.6118054,1.7820521412773944,0.7209869848156182,1.0813338755591704,-13.548067746061294,-8.034045895467361,0.5930030795574539,732,3.7114746018485043
267,Acacia,-3.4436416,37.6119383,1.7820521412773944,0.7209869848156182,1.0813338755591704,-13.548067746061294,-8.034045895467361,0.5930030795574539,730,3.9323852060571207
245,Acacia,-3.4436192,37.6121126,2.3823195566535356,0.846099122599004,1.268998221695317,-13.632999037207204,-7.037127925340004,0.5161834095443169,730,3.9323852060571207
268,Acacia,-3.4436108,37.6120645,2.3823195566535356,0.846099122599004,1.268998221695317,-13.632999037207204,-7.037127925340004,0.5161834095443169,730,3.9323852060571207
244,Acacia,-3.4434493,37.6123641,2.257160024033647,0.8266503667481663,1.2398239823982398,-13.513411647641483,-7.784925270891443,0.5760888126463726,731,0.9290869350430832
285,Acacia,-3.4430138,37.6122962,1.7906236868959722,0.7561470215462611,1.1340767963502725,-15.003817840986581,-8.343925809368859,0.556120175397984,729,4.1421354815875615
304,Acacia,-3.4429752,37.6121713,1.8133389261744968,0.7201399300349826,1.0800299800133244,-12.860812386883932,-6.327443098134791,0.49199404421666376,729,4.1421354815875615
246,Acacia,-3.4425862,37.6120771,1.839115563156609,0.7647955295910592,1.147047619047619,-13.14147940653574,-7.101735202881349,0.5404060671699866,731,3.711470283575236
269,Acacia,-3.4423275,37.6120068,2.1046665407141507,0.8152213684595683,1.2226083775379548,-11.086288982605152,-5.584960333998433,0.5037718521284685,730,2.930955147613483
288,Acacia,-3.4423148,37.6116982,2.0133345854070805,0.764349376114082,1.1463197291035467,-11.03287592860169,-5.668834728101871,0.513812968149669,730,2.930955147613483
247,Acacia,-3.4422903,37.6119247,2.1046665407141507,0.8152213684595683,1.2226083775379548,-11.086288982605152,-5.584960333998433,0.5037718521284685,730,2.930955147613483
289,Acacia,-3.4422697,37.6117125,2.0133345854070805,0.764349376114082,1.1463197291035467,-11.03287592860169,-5.668834728101872,0.5138129681496691,730,2.930955147613483
313,Acacia,-3.44226,37.611691,2.0133345854070805,0.764349376114082,1.1463197291035467,-11.03287592860169,-5.668834728101871,0.513812968149669,730,2.930955147613483
