uid,species,latitude,longitude
3746,Eucalyptus,0.0387938,34.5669405
3757,Eucalyptus,0.0388005,34.5670497
3742,Eucalyptus,0.0388026,34.5669602
3775,Grevillea,0.0388172,34.5672281
3769,Grevillea,0.0388217,34.5673333
3767,Grevillea,0.0388533,34.5673567
1561,Eucalyptus,0.0463892,36.3690337
2109,Grevillea,0.0463974,36.3688764
2280,Grevillea,0.0465578,36.368717
1617,Eucalyptus,0.0467657,36.3687078
2034,Acacia,0.0553884,37.2065146
2033,Acacia,0.0554366,37.2064485
2035,Acacia,0.0555648,37.2064587
2036,Acacia,0.0557439,37.2065045
3174,Eucalyptus,0.0558472,37.2062675
3175,Eucalyptus,0.0558789,37.2061935
1620,Eucalyptus,0.055905,37.2060119
2045,Acacia,0.0559313,37.2064657
1520,Acacia,0.0559355,37.2061906
1581,Eucalyptus,0.0560489,37.2060115
1651,Eucalyptus,0.0560703,37.2057919
1521,Acacia,0.0560729,37.2061975
2284,Grevillea,0.0560905,37.2063963
1621,Eucalyptus,0.0561404,37.2058702
1619,Eucalyptus,0.0562198,37.2066912
1618,Eucalyptus,0.0562767,37.2064136
1578,Eucalyptus,0.057694,37.704311
1576,Eucalyptus,0.0577002,37.704572
1580,Eucalyptus,0.0577714,37.70413
1577,Eucalyptus,0.0577789,37.7044121
1579,Eucalyptus,0.0577917,37.704167
1402,Musa,0.0579282,37.7042453
1572,Eucalyptus,0.0579695,37.7044467
1594,Eucalyptus,0.058121,37.704407
1342,Musa,0.0581992,37.7042037
1341,Musa,0.0583405,37.7042488
1374,Musa,0.058375,37.7042258
1370,Musa,0.0584062,37.7036817
2454,Grevillea,0.0584466,37.7037975
2422,Grevillea,0.0584708,37.7037588
1400,Musa,0.0584806,37.7039522
2114,Grevillea,0.0585001,37.7038082
2288,Grevillea,0.0585197,37.7034979
1401,Musa,0.0585512,37.7042669
1650,Eucalyptus,0.0585529,37.7036571
1371,Musa,0.0585556,37.7037889
2290,Grevillea,0.0585633,37.7034453
1373,Musa,0.0585897,37.7040245
1653,Eucalyptus,0.0585946,37.7037205
1372,Musa,0.0585977,37.7039403
2115,Grevillea,0.0585987,37.703732
1399,Musa,0.0585997,37.7039676
1317,Musa,0.0586034,37.7037028
2293,Grevillea,0.0586503,37.7036004
2289,Grevillea,0.0586581,37.7034456
1398,Musa,0.0586583,37.7037785
1397,Musa,0.0586742,37.7039177
2292,Grevillea,0.0587103,37.7036199
2291,Grevillea,0.0587254,37.7035535
1340,Musa,0.0587353,37.7038011
2231,Grevillea,0.0588889,37.7039822
2232,Grevillea,0.0590648,37.7043111
2233,Grevillea,0.0591017,37.7043614
4059,Musa,0.0643182,34.7274555
4062,Musa,0.0643361,34.7274828
4069,Musa,0.06434,34.7274357
4084,Musa,0.064347,34.7275386
4057,Musa,0.06435,34.727485
4083,Musa,0.0643835,34.7275321
4071,Musa,0.0643859,34.7274665
4077,Musa,0.0643978,34.7274488
4081,Musa,0.0644003,34.7274881
4073,Musa,0.0644086,34.7273904
4064,Musa,0.0644375,34.7274696
4076,Eucalyptus,0.064444,34.7273095
4074,Musa,0.0644531,34.7275713
4060,Eucalyptus,0.0644883,34.7273167
4070,Musa,0.0645058,34.7275797
4065,Eucalyptus,0.0645094,34.727376
4063,Eucalyptus,0.0645549,34.7275351
4058,Eucalyptus,0.0645771,34.7275164
4114,Eucalyptus,0.088125,34.7017484
4106,Eucalyptus,0.0881696,34.7021051
4103,Eucalyptus,0.0882242,34.7020605
4100,Eucalyptus,0.0882599,34.7021491
4104,Eucalyptus,0.0882698,34.7021021
4110,Eucalyptus,0.0882929,34.7018487
4108,Grevillea,0.0882981,34.7019472
4116,Eucalyptus,0.0883119,34.7016285
4118,Eucalyptus,0.0883325,34.7017414
4095,Eucalyptus,0.0883365,34.702203
4115,Musa,0.088453,34.7019352
4120,Eucalyptus,0.0884619,34.7017328
4112,Musa,0.0884925,34.7019359
4117,Eucalyptus,0.0885912,34.7017323
1604,Eucalyptus,0.1093785,37.5706492
3182,Eucalyptus,0.1095793,37.5707773
1586,Eucalyptus,0.1096419,37.5700737
3170,Eucalyptus,0.1096569,37.5705992
1585,Eucalyptus,0.1096622,37.5700087
3181,Eucalyptus,0.1096686,37.5705197
3169,Eucalyptus,0.1096689,37.5707493
3167,Eucalyptus,0.1096805,37.570806
3171,Eucalyptus,0.1097135,37.5706056
1584,Eucalyptus,0.1097238,37.569978
1571,Eucalyptus,0.1097303,37.5700939
3180,Eucalyptus,0.1098,37.570489
1570,Eucalyptus,0.1098463,37.5700779
3168,Eucalyptus,0.1098466,37.5706988
3178,Eucalyptus,0.1098628,37.570425
3172,Eucalyptus,0.1098836,37.5705376
3166,Eucalyptus,0.1099206,37.5708412
3165,Eucalyptus,0.1099308,37.570871
1593,Eucalyptus,0.1099525,37.5701788
1592,Eucalyptus,0.109972,37.5701163
1652,Eucalyptus,0.1100532,37.5704594
1629,Eucalyptus,0.1100571,37.5704676
1628,Eucalyptus,0.1100715,37.5704912
1630,Eucalyptus,0.1100797,37.5702453
3152,Eucalyptus,0.1101304,37.5704049
3179,Eucalyptus,0.1101384,37.5703767
1627,Eucalyptus,0.1101657,37.5706262
3164,Eucalyptus,0.1102267,37.5708654
1626,Eucalyptus,0.1102383,37.5705553
3163,Eucalyptus,0.1102814,37.5707895
3154,Eucalyptus,0.1102944,37.5707052
3151,Eucalyptus,0.1103108,37.5703915
3699,Grevillea,0.1109683,34.533641
3698,Eucalyptus,0.1110631,34.5336741
3700,Grevillea,0.1110717,34.5333517
3697,Grevillea,0.1111491,34.5335537
3701,Grevillea,0.1111899,34.5336051
3706,Musa,0.1112002,34.5338982
3712,Musa,0.1112369,34.5339286
3713,Eucalyptus,0.1112387,34.5339509
3703,Grevillea,0.1112459,34.5337447
3716,Musa,0.1112465,34.5339245
3704,Grevillea,0.1112589,34.5337397
3710,Musa,0.1112641,34.5337753
3707,Eucalyptus,0.1112783,34.533695
3705,Eucalyptus,0.1112882,34.5336836
3718,Eucalyptus,0.1112955,34.5338115
3719,Musa,0.111309,34.5339541
3708,Musa,0.1113131,34.5337372
3715,Musa,0.1113924,34.5339557
3717,Musa,0.111395,34.5339567
3727,Eucalyptus,0.1116587,34.5342659
3725,Eucalyptus,0.1116675,34.5342773
3726,Eucalyptus,0.1116967,34.534215
4221,Grevillea,0.113255,34.657059
4219,Eucalyptus,0.1132652,34.6570782
4217,Eucalyptus,0.1132793,34.6570819
4213,Musa,0.1133528,34.6567278
4208,Eucalyptus,0.1133616,34.6569754
4215,Eucalyptus,0.1133709,34.6570369
4201,Eucalyptus,0.1134005,34.6571151
4212,Eucalyptus,0.1134048,34.6570688
4197,Grevillea,0.1134061,34.6569391
4207,Eucalyptus,0.1134127,34.6571865
4203,Eucalyptus,0.1134338,34.6570256
1598,Eucalyptus,0.1430865,37.4850702
3173,Eucalyptus,0.1430983,37.4850868
3156,Eucalyptus,0.1431033,37.4850319
3155,Eucalyptus,0.1431105,37.4847823
1597,Eucalyptus,0.1431162,37.4850416
3160,Eucalyptus,0.1431564,37.4849631
1622,Eucalyptus,0.1431696,37.4850356
1582,Eucalyptus,0.1431952,37.4849404
1625,Eucalyptus,0.1432226,37.4845642
3159,Eucalyptus,0.1432362,37.4847408
3161,Eucalyptus,0.1432442,37.4847244
1624,Eucalyptus,0.1432519,37.4845309
1599,Eucalyptus,0.1432545,37.4849584
1605,Eucalyptus,0.143263,37.4849006
1601,Eucalyptus,0.1432694,37.4843817
1583,Eucalyptus,0.1432703,37.4846117
3157,Eucalyptus,0.1432801,37.4847982
3158,Eucalyptus,0.1432821,37.4847681
1600,Eucalyptus,0.1432935,37.4843856
3162,Eucalyptus,0.1433313,37.4847673
3177,Eucalyptus,0.1433403,37.4847159
1623,Eucalyptus,0.1433602,37.4848166
3298,Acacia,0.1433784,37.4847567
3211,Acacia,0.1434038,37.4848036
3176,Eucalyptus,0.1434077,37.4845653
1602,Eucalyptus,0.1434235,37.4846637
3264,Acacia,0.1434578,37.4849057
3153,Eucalyptus,0.1434595,37.4848648
1106,Acacia,0.1436635,37.4846241
4257,Eucalyptus,0.1480321,34.5605346
4254,Eucalyptus,0.1481183,34.56081
4252,Grevillea,0.1481204,34.5608487
4249,Grevillea,0.1481642,34.5607414
4271,Eucalyptus,0.1482267,34.56047
4268,Eucalyptus,0.1482507,34.5604409
4266,Grevillea,0.1483066,34.5602705
4248,Grevillea,0.1483212,34.5611429
4234,Musa,0.1483468,34.5608727
4232,Musa,0.1483538,34.5608353
4269,Grevillea,0.1483696,34.5603763
4264,Grevillea,0.1483971,34.5603093
4237,Musa,0.1484008,34.5609138
4246,Grevillea,0.1484151,34.5610229
4247,Grevillea,0.1484265,34.5606057
4245,Grevillea,0.148436,34.5605157
4255,Grevillea,0.148495,34.5607019
4242,Grevillea,0.1484983,34.56036
4270,Grevillea,0.1485265,34.5603052
4239,Grevillea,0.1485772,34.5608932
4259,Grevillea,0.1486351,34.560535
4263,Grevillea,0.1487012,34.5607107
4265,Grevillea,0.1487139,34.560585
4267,Grevillea,0.1487164,34.5604835
4138,Eucalyptus,0.1662322,34.822316
4122,Eucalyptus,0.1663888,34.8222128
4132,Eucalyptus,0.1664149,34.8222746
4124,Eucalyptus,0.1664972,34.8220246
4136,Eucalyptus,0.1664973,34.8223313
4141,Musa,0.1666765,34.8223972
4126,Grevillea,0.1666984,34.8221894
4137,Musa,0.1667245,34.8223036
4139,Musa,0.1667325,34.8223725
4131,Grevillea,0.1667585,34.8222288
4135,Musa,0.1667733,34.8222767
3677,Musa,0.1705523,34.3806679
3692,Musa,0.170584,34.3817601
3695,Eucalyptus,0.1705953,34.3817452
3691,Musa,0.1706151,34.3818151
3690,Eucalyptus,0.1706683,34.3818109
3685,Eucalyptus,0.1707513,34.3817041
3696,Grevillea,0.1708661,34.3813249
3688,Grevillea,0.1708732,34.3813322
3679,Grevillea,0.1708878,34.381321
3684,Grevillea,0.1709434,34.3813829
4188,Eucalyptus,0.1833795,34.7698166
4184,Eucalyptus,0.1834333,34.7698683
4181,Eucalyptus,0.1834582,34.769962
4185,Eucalyptus,0.1835438,34.7697668
4178,Grevillea,0.1835517,34.769695
4151,Eucalyptus,0.1837009,34.7692336
4165,Eucalyptus,0.1837256,34.7695022
4154,Eucalyptus,0.1837562,34.7693719
4167,Grevillea,0.1838683,34.76937
4176,Grevillea,0.1840483,34.7689383
4163,Musa,0.1840838,34.7689218
4316,Eucalyptus,0.296044,34.497528
4313,Grevillea,0.2964119,34.4977153
4308,Eucalyptus,0.2964797,34.4977759
4277,Eucalyptus,0.2965888,34.4970392
4304,Grevillea,0.2968182,34.4978887
4584,Acacia,0.2968583,34.4974267
4585,Acacia,0.2969396,34.4973122
4661,Acacia,0.2969681,34.4972706
4327,Grevillea,0.2970564,34.4977503
4326,Grevillea,0.2971117,34.497289
4276,Grevillea,0.2971549,34.4975689
4286,Eucalyptus,0.297165,34.4974483
4284,Grevillea,0.2971678,34.4975407
4289,Eucalyptus,0.297184,34.4974033
4306,Eucalyptus,0.2972585,34.49728
4311,Eucalyptus,0.297265,34.4972667
4296,Eucalyptus,0.2972735,34.4974127
4318,Eucalyptus,0.2972767,34.497245
4314,Eucalyptus,0.2972777,34.4972432
4323,Grevillea,0.2974233,34.4975517
4305,Grevillea,0.2974892,34.4974368
4315,Grevillea,0.29759,34.4976506
4295,Grevillea,0.2976381,34.497624
4288,Eucalyptus,0.2977948,34.4974764
4337,Eucalyptus,0.3036835,34.5994292
4334,Musa,0.3037214,34.5996764
4335,Musa,0.3038072,34.5996845
4331,Musa,0.3038277,34.5996148
4336,Grevillea,0.3038508,34.5996256
4339,Eucalyptus,0.3038907,34.5997695
4343,Grevillea,0.3039464,34.5997659
4340,Eucalyptus,0.303952,34.599767
4338,Grevillea,0.3039536,34.5998069
4347,Musa,0.3039586,34.6000248
4342,Eucalyptus,0.3039782,34.5994795
4349,Grevillea,0.3039808,34.5996379
4348,Grevillea,0.3039888,34.5996885
4356,Grevillea,0.3431405,34.8279701
4394,Eucalyptus,0.3432051,34.8282045
4353,Grevillea,0.3432118,34.8281145
4351,Eucalyptus,0.3433191,34.8280887
4368,Grevillea,0.3433601,34.8278657
4384,Eucalyptus,0.3434175,34.8279671
4352,Grevillea,0.3434232,34.8279589
4359,Grevillea,0.3434748,34.8280446
4389,Musa,0.3434914,34.827892
4366,Musa,0.3434932,34.8278865
4372,Musa,0.3435024,34.8278797
4355,Grevillea,0.3435158,34.8279903
4383,Eucalyptus,0.3435483,34.82812
4381,Musa,0.3435815,34.8279781
4392,Musa,0.3436464,34.8278207
4382,Musa,0.34374,34.8279821
4378,Musa,0.3437816,34.827879
4626,Eucalyptus,0.3593955,34.6906877
4623,Eucalyptus,0.3594674,34.6907478
4624,Musa,0.3595161,34.6908548
4611,Grevillea,0.3595183,34.6905983
4604,Eucalyptus,0.3595738,34.6905275
4598,Eucalyptus,0.3597176,34.6909605
4600,Musa,0.3597289,34.6910133
4603,Eucalyptus,0.3597582,34.6910653
4613,Eucalyptus,0.3598031,34.6905317
4612,Musa,0.3598185,34.6910027
4617,Eucalyptus,0.3598236,34.6903461
4606,Eucalyptus,0.3598368,34.6905448
4610,Eucalyptus,0.3598669,34.6905447
4599,Grevillea,0.3598689,34.690696
4607,Eucalyptus,0.3598835,34.690543
4619,Musa,0.3598867,34.6909233
4576,Eucalyptus,0.4580955,34.1674366
4573,Acacia,0.4587284,34.1671783
4650,Eucalyptus,0.4753317,34.6133967
4648,Grevillea,0.4754524,34.613214
4630,Eucalyptus,0.4755133,34.6134307
4632,Eucalyptus,0.4755282,34.6134982
4634,Eucalyptus,0.4756845,34.6137291
4637,Eucalyptus,0.4757112,34.6136576
4640,Eucalyptus,0.4757181,34.6134601
4629,Eucalyptus,0.4757442,34.6136094
4631,Eucalyptus,0.4757773,34.6136528
4635,Eucalyptus,0.4758314,34.613702
4659,Acacia,0.476047,34.6134676
4652,Eucalyptus,0.4760984,34.6135507
4655,Grevillea,0.4761,34.6135717
4559,Eucalyptus,0.5853207,34.2123713
4565,Eucalyptus,0.5856202,34.212203
4562,Eucalyptus,0.5856338,34.2121137
4567,Eucalyptus,0.5856399,34.2123195
4557,Eucalyptus,0.5856427,34.2120592
4566,Eucalyptus,0.5856801,34.212325
4552,Eucalyptus,0.5856938,34.2121317
4558,Eucalyptus,0.5857666,34.2122979
4563,Eucalyptus,0.5857741,34.2122254
4554,Eucalyptus,0.5858351,34.2120931
4560,Eucalyptus,0.5858446,34.2122238
4556,Eucalyptus,0.585861,34.212169
4553,Eucalyptus,0.5859108,34.2121661
4473,Eucalyptus,0.5918812,34.5380769
4474,Grevillea,0.5919515,34.5382009
4477,Grevillea,0.59203,34.5381977
4479,Eucalyptus,0.5920319,34.5379547
4480,Grevillea,0.5920367,34.5382017
4483,Grevillea,0.5920751,34.5382439
4486,Grevillea,0.5921128,34.5383248
4489,Grevillea,0.592132,34.5382393
4478,Grevillea,0.592218,34.5380555
4471,Eucalyptus,0.592236,34.5379791
4493,Grevillea,0.5922529,34.5383962
4497,Grevillea,0.5922533,34.5383967
4475,Grevillea,0.59226,34.5379683
4484,Grevillea,0.5923722,34.5381324
4507,Grevillea,0.592375,34.538385
4512,Grevillea,0.5923766,34.5383945
4487,Eucalyptus,0.59239,34.538095
4503,Grevillea,0.5924001,34.5384415
4491,Eucalyptus,0.5924382,34.538046
4488,Eucalyptus,0.5924986,34.5382513
4494,Grevillea,0.5925083,34.5380583
4496,Grevillea,0.5925366,34.5382706
4498,Grevillea,0.5925457,34.5380885
4492,Eucalyptus,0.5925642,34.5383115
4501,Grevillea,0.5925899,34.5386409
4500,Grevillea,0.5926241,34.5380852
4502,Grevillea,0.5926533,34.5382933
4505,Grevillea,0.5926923,34.5385983
4499,Grevillea,0.5927117,34.538275
4495,Grevillea,0.5927311,34.5382731
4490,Eucalyptus,0.592747,34.538252
4504,Grevillea,0.5928109,34.538421
4485,Grevillea,0.5928373,34.5382833
4508,Grevillea,0.5928383,34.53841
4482,Eucalyptus,0.592885,34.5381167
4509,Grevillea,0.592908,34.5385997
4511,Grevillea,0.5929321,34.5383854
4506,Eucalyptus,0.5929359,34.5385725
4481,Eucalyptus,0.5929592,34.5382213
4476,Eucalyptus,0.5929786,34.5383727
4510,Grevillea,0.5930151,34.5387135
4472,Eucalyptus,0.5930842,34.5383793
4513,Grevillea,0.5931428,34.538562
4470,Eucalyptus,0.5931811,34.5383522
4514,Grevillea,0.5932259,34.5386965
4465,Eucalyptus,0.5933009,34.5382298
4469,Eucalyptus,0.5933622,34.5383498
4449,Grevillea,0.5995858,34.6264779
4463,Grevillea,0.5996523,34.6266061
4462,Grevillea,0.5998584,34.6270016
4453,Eucalyptus,0.5998612,34.6271252
4455,Grevillea,0.600019,34.6270736
4457,Eucalyptus,0.6000547,34.6271198
4447,Eucalyptus,0.6001702,34.6267096
4460,Grevillea,0.6002134,34.6270621
4440,Eucalyptus,0.6003297,34.6267066
4550,Acacia,0.6226036,34.3414812
4515,Eucalyptus,0.6227438,34.3415018
4582,Acacia,0.6227711,34.3415922
4546,Eucalyptus,0.6228359,34.3414326
4545,Acacia,0.6228367,34.3413483
4542,Eucalyptus,0.62286,34.3413974
4543,Eucalyptus,0.6228773,34.341546
4547,Eucalyptus,0.6228855,34.3414153
4533,Acacia,0.6229092,34.3413896
4519,Acacia,0.62292,34.3412433
4521,Acacia,0.622966,34.3413282
4528,Acacia,0.6230098,34.3413049
4517,Acacia,0.6230206,34.3413414
4538,Acacia,0.6230251,34.3415838
4524,Acacia,0.6230285,34.3412897
4549,Acacia,0.6230416,34.3411811
4523,Acacia,0.6230636,34.341353
4532,Musa,0.6230639,34.3415448
4531,Eucalyptus,0.6230892,34.3420142
4527,Musa,0.6230983,34.341425
4516,Eucalyptus,0.6231618,34.3411864
4522,Grevillea,0.6231732,34.3412988
4541,Grevillea,0.6231736,34.3415661
4520,Acacia,0.6231739,34.3412913
4535,Grevillea,0.6231767,34.3415903
4529,Grevillea,0.6231871,34.3415725
4534,Acacia,0.6231877,34.3412714
4518,Acacia,0.6231891,34.3411789
4526,Eucalyptus,0.6232276,34.3413949
4536,Grevillea,0.6233317,34.342137
4540,Grevillea,0.6233318,34.3421497
4539,Grevillea,0.6233449,34.3414182
4579,Acacia,0.6233493,34.3422365
4667,Grevillea,0.7509933,34.6412721
4663,Grevillea,0.7510073,34.641252
4670,Grevillea,0.7511233,34.6413161
4675,Grevillea,0.751185,34.6412858
4674,Grevillea,0.7511917,34.6413609
4664,Grevillea,0.7512154,34.6416067
4672,Grevillea,0.7512285,34.6416439
4671,Grevillea,0.7512369,34.6416062
4676,Grevillea,0.7512809,34.6416496
4685,Grevillea,0.7512945,34.6415815
4679,Grevillea,0.7513085,34.6412183
4687,Eucalyptus,0.7514401,34.6412981
4683,Grevillea,0.7514849,34.6415417
4678,Grevillea,0.7514995,34.6415945
4694,Eucalyptus,0.7805608,34.7808331
4692,Eucalyptus,0.7810013,34.7811973
4695,Eucalyptus,0.7810418,34.7812357
4704,Eucalyptus,0.7810578,34.7812042
4700,Eucalyptus,0.7811423,34.7810312
4707,Eucalyptus,0.7811998,34.780985
4726,Musa,0.781205,34.7813176
4705,Eucalyptus,0.7812165,34.7812477
4698,Musa,0.7812444,34.7809628
4706,Musa,0.7812626,34.7808819
4693,Musa,0.781265,34.7810259
4691,Musa,0.7812741,34.7808118
4699,Musa,0.7812858,34.7807558
4734,Musa,0.7812895,34.7809629
4701,Musa,0.781319,34.7809921
4702,Musa,0.7813266,34.7807699
4708,Musa,0.7813419,34.780775
4732,Musa,0.7813431,34.7812374
4713,Musa,0.7813528,34.7807186
4725,Musa,0.7813991,34.780725
4718,Musa,0.7814255,34.7807731
4721,Musa,0.7814458,34.7807873
4710,Musa,0.7815205,34.7810674
4740,Musa,0.7815958,34.7808411
4715,Musa,0.7816684,34.7812587
4731,Grevillea,0.7816688,34.7810743
4727,Grevillea,0.7816943,34.7812599
4804,Eucalyptus,1.0558981,34.9095452
4799,Eucalyptus,1.055899,34.9098574
4806,Eucalyptus,1.0559134,34.9093552
4800,Eucalyptus,1.05593,34.9096656
4803,Eucalyptus,1.0559824,34.9097903
4797,Eucalyptus,1.05602,34.9099389
4802,Eucalyptus,1.0560287,34.9096567
4794,Eucalyptus,1.0560453,34.9099561
4793,Eucalyptus,1.0560577,34.909986
4790,Eucalyptus,1.0560839,34.9102707
4781,Eucalyptus,1.0560884,34.9109304
4807,Eucalyptus,1.0561161,34.9095622
4796,Eucalyptus,1.056155,34.9106383
4779,Eucalyptus,1.0561851,34.9108446
4780,Eucalyptus,1.0562104,34.9106428
4788,Eucalyptus,1.0562198,34.9104347
4811,Eucalyptus,1.0562467,34.90949
4809,Eucalyptus,1.0562683,34.9095717
4791,Eucalyptus,1.056345,34.9103495
4792,Eucalyptus,1.0563787,34.9102397
4795,Eucalyptus,1.0564551,34.9101322
4801,Eucalyptus,1.0564875,34.9099357
4805,Eucalyptus,1.0565055,34.9098124
4808,Eucalyptus,1.0565223,34.9096728
4813,Acacia,1.056675,34.90959
4819,Acacia,1.1406272,34.8333809
4869,Acacia,1.1484539,35.1238702
4836,Acacia,1.2151849,34.7374496
4825,Acacia,1.2154944,34.7376804
4822,Acacia,1.2155507,34.7376896
