uid,species,latitude,longitude,EVI,NDVI,SAVI
3148,Eucalyptus,-0.4820089,37.1993464,1.9692245119305856,0.7561166059344092,1.1340273259596616
3147,Eucalyptus,-0.4819773,37.1993226,1.9692245119305856,0.7561166059344092,1.1340273259596616
3000,Eucalyptus,-0.481976,37.1994781,1.726404604617699,0.704336224149433,1.0563633938100319
3016,Eucalyptus,-0.4819453,37.1994148,1.9692245119305856,0.7561166059344092,1.1340273259596616
1522,Acacia,-0.4819434,37.199226,1.9692245119305856,0.7561166059344092,1.1340273259596616
2172,Grevillea,-0.481933,37.199469,1.726404604617699,0.704336224149433,1.0563633938100319
3033,Eucalyptus,-0.4819238,37.1992204,1.9692245119305856,0.7561166059344092,1.1340273259596616
2491,Grevillea,-0.4818083,37.1991417,1.3903866386112573,0.6096295228484936,0.9143124819832805
3035,Eucalyptus,-0.4818014,37.1991168,1.3903866386112573,0.6096295228484936,0.9143124819832805
3036,Eucalyptus,-0.4817176,37.1990266,1.3903866386112573,0.6096295228484936,0.9143124819832805
1423,Musa,-0.4816264,37.1999837,1.8156037307789261,0.7338257768721345,1.1005984973895326
1424,Musa,-0.4815578,37.1996565,2.230014025245442,0.8138669148441136,1.2206583691985577
2586,Grevillea,-0.4806259,37.2004532,1.776153212520593,0.6857029283158871,1.0284181240063592
1429,Musa,-0.4806163,37.2002581,1.776153212520593,0.6857029283158871,1.0284181240063592
2587,Grevillea,-0.4806137,37.2004635,1.776153212520593,0.6857029283158871,1.0284181240063592
1427,Musa,-0.4805379,37.2003386,1.776153212520593,0.6857029283158871,1.0284181240063592
1426,Musa,-0.4805144,37.2005272,1.7446666666666666,0.7373908143138912,1.105930412734188
2588,Grevillea,-0.4805129,37.2004676,1.776153212520593,0.6857029283158871,1.0284181240063592
1425,Musa,-0.4805085,37.2003538,2.2185650641665005,0.8243360098826437,1.2363512845849802
1428,Musa,-0.4804781,37.200211,1.3099156965074268,0.5555933934956581,0.8332482124616956
2174,Grevillea,-0.4804285,37.200203,1.3099156965074268,0.5555933934956581,0.8332482124616956
2346,Grevillea,-0.4804172,37.200159,1.3099156965074268,0.5555933934956581,0.8332482124616956
2590,Grevillea,-0.4803806,37.2005851,2.001080413644081,0.7831470854726669,1.1745432583421411
2347,Grevillea,-0.4803731,37.20016,1.3099156965074268,0.5555933934956581,0.8332482124616956
2173,Grevillea,-0.4803538,37.2001176,1.3099156965074268,0.5555933934956581,0.8332482124616956
2589,Grevillea,-0.4803522,37.2005568,2.001080413644081,0.7831470854726669,1.1745432583421411
2348,Grevillea,-0.4803375,37.2002223,1.3099156965074268,0.5555933934956581,0.8332482124616956
2349,Grevillea,-0.4803266,37.2002767,2.2185650641665005,0.8243360098826437,1.2363512845849802
2591,Grevillea,-0.4803266,37.2005477,2.001080413644081,0.7831470854726669,1.1745432583421411
2350,Grevillea,-0.4803081,37.2002365,2.2185650641665005,0.8243360098826437,1.2363512845849802
2496,Grevillea,-0.4802505,37.2005208,2.001080413644081,0.7831470854726669,1.1745432583421411
2592,Grevillea,-0.4802447,37.2004463,2.2185650641665005,0.8243360098826437,1.2363512845849802
2495,Grevillea,-0.4801987,37.2004227,2.2859857874731446,0.8397328881469115,1.2594081942336874
2351,Grevillea,-0.4801886,37.2003109,2.2859857874731446,0.8397328881469115,1.2594081942336874
2494,Grevillea,-0.4801561,37.2002934,2.2859857874731446,0.8397328881469115,1.2594081942336874
2437,Grevillea,-0.4801516,37.2001966,2.4066165413533835,0.8728184991273996,1.3090849601919512
2438,Grevillea,-0.4801293,37.2003892,2.2859857874731446,0.8397328881469115,1.2594081942336874
2492,Grevillea,-0.4800315,37.2001336,2.4066165413533835,0.8728184991273996,1.3090849601919512
2493,Grevillea,-0.479983,37.2002903,2.2859857874731446,0.8397328881469115,1.2594081942336874
2598,Grevillea,-0.4746038,37.0022318,0.8639995334460838,0.4989055396531403,0.7482323232323232
2502,Grevillea,-0.4745591,37.0021131,1.6769487588909857,0.7101582910711541,1.0650737553779963
2503,Grevillea,-0.4745544,37.0022884,1.2478102189781022,0.6168139996391846,0.9250541125541126
2601,Grevillea,-0.4745439,37.0024413,1.5295374189746611,0.6978659048899345,1.0466229838709677
2504,Grevillea,-0.474523,37.0023097,1.2478102189781022,0.6168139996391846,0.9250541125541126
1608,Eucalyptus,-0.4745201,37.0021846,1.2478102189781022,0.6168139996391846,0.9250541125541126
